year;indicator;perspective;group;country;amount;unit;population;region;ocde
2008;Climate Change (Short-Term);Consumption footprint;CO2;Costa Rica;11.90219;Million tonnes CO2 eq.;10.38698082;Latin America;yes
2008;Climate Change (Short-Term);Consumption footprint;N2O;Costa Rica;1.98678;Million tonnes CO2 eq.;10.38698082;Latin America;yes
2008;Climate Change (Short-Term);Domestic production;CH4;Costa Rica;4.39979;Million tonnes CO2 eq.;10.38698082;Latin America;yes
2008;Climate Change (Short-Term);Domestic production;CO2;Costa Rica;7.21976;Million tonnes CO2 eq.;10.38698082;Latin America;yes
2008;Climate Change (Short-Term);Domestic production;N2O;Costa Rica;1.37838;Million tonnes CO2 eq.;10.38698082;Latin America;yes
2009;Climate Change (Short-Term);Consumption footprint;CH4;Costa Rica;6.71538;Million tonnes CO2 eq.;10.38698082;Latin America;yes
2009;Climate Change (Short-Term);Consumption footprint;CO2;Costa Rica;10.30393;Million tonnes CO2 eq.;10.38698082;Latin America;yes
2009;Climate Change (Short-Term);Consumption footprint;N2O;Costa Rica;2.04323;Million tonnes CO2 eq.;10.38698082;Latin America;yes
2009;Climate Change (Short-Term);Domestic production;CH4;Costa Rica;4.46586;Million tonnes CO2 eq.;10.38698082;Latin America;yes
2009;Climate Change (Short-Term);Domestic production;CO2;Costa Rica;6.94028;Million tonnes CO2 eq.;10.38698082;Latin America;yes
2009;Climate Change (Short-Term);Domestic production;N2O;Costa Rica;1.33914;Million tonnes CO2 eq.;10.38698082;Latin America;yes
2010;Climate Change (Short-Term);Consumption footprint;CH4;Costa Rica;6.15719;Million tonnes CO2 eq.;10.38698082;Latin America;yes
2010;Climate Change (Short-Term);Consumption footprint;CO2;Costa Rica;10.90163;Million tonnes CO2 eq.;10.38698082;Latin America;yes
2010;Climate Change (Short-Term);Consumption footprint;N2O;Costa Rica;1.97905;Million tonnes CO2 eq.;10.38698082;Latin America;yes
2010;Climate Change (Short-Term);Domestic production;CH4;Costa Rica;4.6773;Million tonnes CO2 eq.;10.38698082;Latin America;yes
2010;Climate Change (Short-Term);Domestic production;CO2;Costa Rica;6.86485;Million tonnes CO2 eq.;10.38698082;Latin America;yes
2010;Climate Change (Short-Term);Domestic production;N2O;Costa Rica;1.4123;Million tonnes CO2 eq.;10.38698082;Latin America;yes
2011;Climate Change (Short-Term);Consumption footprint;CH4;Costa Rica;6.68354;Million tonnes CO2 eq.;10.38698082;Latin America;yes
2011;Climate Change (Short-Term);Consumption footprint;CO2;Costa Rica;12.2317;Million tonnes CO2 eq.;10.38698082;Latin America;yes
2011;Climate Change (Short-Term);Consumption footprint;N2O;Costa Rica;2.14804;Million tonnes CO2 eq.;10.38698082;Latin America;yes
2011;Climate Change (Short-Term);Domestic production;CH4;Costa Rica;4.68291;Million tonnes CO2 eq.;10.38698082;Latin America;yes
2011;Climate Change (Short-Term);Domestic production;CO2;Costa Rica;7.07574;Million tonnes CO2 eq.;10.38698082;Latin America;yes
2011;Climate Change (Short-Term);Domestic production;N2O;Costa Rica;1.52823;Million tonnes CO2 eq.;10.38698082;Latin America;yes
2012;Climate Change (Short-Term);Consumption footprint;CH4;Costa Rica;6.12974;Million tonnes CO2 eq.;10.38698082;Latin America;yes
2012;Climate Change (Short-Term);Consumption footprint;CO2;Costa Rica;12.31196;Million tonnes CO2 eq.;10.38698082;Latin America;yes
2012;Climate Change (Short-Term);Consumption footprint;N2O;Costa Rica;1.88874;Million tonnes CO2 eq.;10.38698082;Latin America;yes
2012;Climate Change (Short-Term);Domestic production;CH4;Costa Rica;4.49404;Million tonnes CO2 eq.;10.38698082;Latin America;yes
2012;Climate Change (Short-Term);Domestic production;CO2;Costa Rica;7.11492;Million tonnes CO2 eq.;10.38698082;Latin America;yes
2012;Climate Change (Short-Term);Domestic production;N2O;Costa Rica;1.41904;Million tonnes CO2 eq.;10.38698082;Latin America;yes
2013;Climate Change (Short-Term);Consumption footprint;CH4;Costa Rica;7.18788;Million tonnes CO2 eq.;10.38698082;Latin America;yes
2013;Climate Change (Short-Term);Consumption footprint;CO2;Costa Rica;12.6586;Million tonnes CO2 eq.;10.38698082;Latin America;yes
2013;Climate Change (Short-Term);Consumption footprint;N2O;Costa Rica;2.25561;Million tonnes CO2 eq.;10.38698082;Latin America;yes
2013;Climate Change (Short-Term);Domestic production;CH4;Costa Rica;4.59061;Million tonnes CO2 eq.;10.38698082;Latin America;yes
2013;Climate Change (Short-Term);Domestic production;CO2;Costa Rica;7.49206;Million tonnes CO2 eq.;10.38698082;Latin America;yes
2013;Climate Change (Short-Term);Domestic production;N2O;Costa Rica;1.41327;Million tonnes CO2 eq.;10.38698082;Latin America;yes
2014;Climate Change (Short-Term);Consumption footprint;CH4;Costa Rica;7.15473;Million tonnes CO2 eq.;10.38698082;Latin America;yes
2014;Climate Change (Short-Term);Consumption footprint;CO2;Costa Rica;13.16836;Million tonnes CO2 eq.;10.38698082;Latin America;yes
2014;Climate Change (Short-Term);Consumption footprint;N2O;Costa Rica;2.18483;Million tonnes CO2 eq.;10.38698082;Latin America;yes
2014;Climate Change (Short-Term);Domestic production;CH4;Costa Rica;4.52496;Million tonnes CO2 eq.;10.38698082;Latin America;yes
2014;Climate Change (Short-Term);Domestic production;CO2;Costa Rica;7.58441;Million tonnes CO2 eq.;10.38698082;Latin America;yes
2014;Climate Change (Short-Term);Domestic production;N2O;Costa Rica;1.51145;Million tonnes CO2 eq.;10.38698082;Latin America;yes
2015;Climate Change (Short-Term);Consumption footprint;CH4;Costa Rica;6.89656;Million tonnes CO2 eq.;10.38698082;Latin America;yes
2015;Climate Change (Short-Term);Consumption footprint;CO2;Costa Rica;13.26078;Million tonnes CO2 eq.;10.38698082;Latin America;yes
2015;Climate Change (Short-Term);Consumption footprint;N2O;Costa Rica;2.06145;Million tonnes CO2 eq.;10.38698082;Latin America;yes
2015;Climate Change (Short-Term);Domestic production;CH4;Costa Rica;4.5534;Million tonnes CO2 eq.;10.38698082;Latin America;yes
2015;Climate Change (Short-Term);Domestic production;CO2;Costa Rica;7.26538;Million tonnes CO2 eq.;10.38698082;Latin America;yes
2015;Climate Change (Short-Term);Domestic production;N2O;Costa Rica;1.48895;Million tonnes CO2 eq.;10.38698082;Latin America;yes
2016;Climate Change (Short-Term);Consumption footprint;CH4;Costa Rica;8.65289;Million tonnes CO2 eq.;10.38698082;Latin America;yes
2016;Climate Change (Short-Term);Consumption footprint;CO2;Costa Rica;14.17846;Million tonnes CO2 eq.;10.38698082;Latin America;yes
2016;Climate Change (Short-Term);Consumption footprint;N2O;Costa Rica;2.45078;Million tonnes CO2 eq.;10.38698082;Latin America;yes
2016;Climate Change (Short-Term);Domestic production;CH4;Costa Rica;4.55338;Million tonnes CO2 eq.;10.38698082;Latin America;yes
2016;Climate Change (Short-Term);Domestic production;CO2;Costa Rica;7.90048;Million tonnes CO2 eq.;10.38698082;Latin America;yes
2016;Climate Change (Short-Term);Domestic production;N2O;Costa Rica;1.48895;Million tonnes CO2 eq.;10.38698082;Latin America;yes
2017;Climate Change (Short-Term);Consumption footprint;CH4;Costa Rica;7.77197;Million tonnes CO2 eq.;10.38698082;Latin America;yes
2017;Climate Change (Short-Term);Consumption footprint;CO2;Costa Rica;14.62903;Million tonnes CO2 eq.;10.38698082;Latin America;yes
2017;Climate Change (Short-Term);Consumption footprint;N2O;Costa Rica;2.22904;Million tonnes CO2 eq.;10.38698082;Latin America;yes
2017;Climate Change (Short-Term);Domestic production;CH4;Costa Rica;4.5534;Million tonnes CO2 eq.;10.38698082;Latin America;yes
2017;Climate Change (Short-Term);Domestic production;CO2;Costa Rica;7.94301;Million tonnes CO2 eq.;10.38698082;Latin America;yes
2017;Climate Change (Short-Term);Domestic production;N2O;Costa Rica;1.48893;Million tonnes CO2 eq.;10.38698082;Latin America;yes
2018;Climate Change (Short-Term);Consumption footprint;CH4;Costa Rica;7.17944;Million tonnes CO2 eq.;10.38698082;Latin America;yes
2018;Climate Change (Short-Term);Consumption footprint;CO2;Costa Rica;14.78471;Million tonnes CO2 eq.;10.38698082;Latin America;yes
2018;Climate Change (Short-Term);Consumption footprint;N2O;Costa Rica;2.25449;Million tonnes CO2 eq.;10.38698082;Latin America;yes
2018;Climate Change (Short-Term);Domestic production;CH4;Costa Rica;4.55342;Million tonnes CO2 eq.;10.38698082;Latin America;yes
2018;Climate Change (Short-Term);Domestic production;CO2;Costa Rica;8.25471;Million tonnes CO2 eq.;10.38698082;Latin America;yes
2018;Climate Change (Short-Term);Domestic production;N2O;Costa Rica;1.48892;Million tonnes CO2 eq.;10.38698082;Latin America;yes
1990;Climate Change (Short-Term);Consumption footprint;CH4;Cote d'Ivoire;13.61178;Million tonnes CO2 eq.;49.76469795;Africa;no
1990;Climate Change (Short-Term);Consumption footprint;CO2;Cote d'Ivoire;12.53115;Million tonnes CO2 eq.;49.76469795;Africa;no
1990;Climate Change (Short-Term);Consumption footprint;N2O;Cote d'Ivoire;2.11224;Million tonnes CO2 eq.;49.76469795;Africa;no
1990;Climate Change (Short-Term);Domestic production;CH4;Cote d'Ivoire;5.61791;Million tonnes CO2 eq.;49.76469795;Africa;no
1990;Climate Change (Short-Term);Domestic production;CO2;Cote d'Ivoire;2.17497;Million tonnes CO2 eq.;49.76469795;Africa;no
1990;Climate Change (Short-Term);Domestic production;N2O;Cote d'Ivoire;0.75499;Million tonnes CO2 eq.;49.76469795;Africa;no
1991;Climate Change (Short-Term);Consumption footprint;CH4;Cote d'Ivoire;11.2079;Million tonnes CO2 eq.;49.76469795;Africa;no
1991;Climate Change (Short-Term);Consumption footprint;CO2;Cote d'Ivoire;5.15319;Million tonnes CO2 eq.;49.76469795;Africa;no
1991;Climate Change (Short-Term);Consumption footprint;N2O;Cote d'Ivoire;1.59694;Million tonnes CO2 eq.;49.76469795;Africa;no
1991;Climate Change (Short-Term);Domestic production;CH4;Cote d'Ivoire;5.8458;Million tonnes CO2 eq.;49.76469795;Africa;no
1991;Climate Change (Short-Term);Domestic production;CO2;Cote d'Ivoire;2.24129;Million tonnes CO2 eq.;49.76469795;Africa;no
1991;Climate Change (Short-Term);Domestic production;N2O;Cote d'Ivoire;0.77779;Million tonnes CO2 eq.;49.76469795;Africa;no
1992;Climate Change (Short-Term);Consumption footprint;CH4;Cote d'Ivoire;15.36118;Million tonnes CO2 eq.;49.76469795;Africa;no
1992;Climate Change (Short-Term);Consumption footprint;CO2;Cote d'Ivoire;5.53089;Million tonnes CO2 eq.;49.76469795;Africa;no
1992;Climate Change (Short-Term);Consumption footprint;N2O;Cote d'Ivoire;1.79885;Million tonnes CO2 eq.;49.76469795;Africa;no
1992;Climate Change (Short-Term);Domestic production;CH4;Cote d'Ivoire;6.07016;Million tonnes CO2 eq.;49.76469795;Africa;no
1992;Climate Change (Short-Term);Domestic production;CO2;Cote d'Ivoire;2.27054;Million tonnes CO2 eq.;49.76469795;Africa;no
1992;Climate Change (Short-Term);Domestic production;N2O;Cote d'Ivoire;0.80102;Million tonnes CO2 eq.;49.76469795;Africa;no
1993;Climate Change (Short-Term);Consumption footprint;CH4;Cote d'Ivoire;18.81658;Million tonnes CO2 eq.;49.76469795;Africa;no
1993;Climate Change (Short-Term);Consumption footprint;CO2;Cote d'Ivoire;5.4626;Million tonnes CO2 eq.;49.76469795;Africa;no
1993;Climate Change (Short-Term);Consumption footprint;N2O;Cote d'Ivoire;1.95661;Million tonnes CO2 eq.;49.76469795;Africa;no
1993;Climate Change (Short-Term);Domestic production;CH4;Cote d'Ivoire;6.1441;Million tonnes CO2 eq.;49.76469795;Africa;no
1993;Climate Change (Short-Term);Domestic production;CO2;Cote d'Ivoire;2.4797;Million tonnes CO2 eq.;49.76469795;Africa;no
1993;Climate Change (Short-Term);Domestic production;N2O;Cote d'Ivoire;0.83929;Million tonnes CO2 eq.;49.76469795;Africa;no
1994;Climate Change (Short-Term);Consumption footprint;CH4;Cote d'Ivoire;17.42362;Million tonnes CO2 eq.;49.76469795;Africa;no
1994;Climate Change (Short-Term);Consumption footprint;CO2;Cote d'Ivoire;4.87471;Million tonnes CO2 eq.;49.76469795;Africa;no
1994;Climate Change (Short-Term);Consumption footprint;N2O;Cote d'Ivoire;1.7794;Million tonnes CO2 eq.;49.76469795;Africa;no
1994;Climate Change (Short-Term);Domestic production;CH4;Cote d'Ivoire;6.41348;Million tonnes CO2 eq.;49.76469795;Africa;no
1994;Climate Change (Short-Term);Domestic production;CO2;Cote d'Ivoire;2.62775;Million tonnes CO2 eq.;49.76469795;Africa;no
1994;Climate Change (Short-Term);Domestic production;N2O;Cote d'Ivoire;0.86773;Million tonnes CO2 eq.;49.76469795;Africa;no
1995;Climate Change (Short-Term);Consumption footprint;CH4;Cote d'Ivoire;17.38664;Million tonnes CO2 eq.;49.76469795;Africa;no
1995;Climate Change (Short-Term);Consumption footprint;CO2;Cote d'Ivoire;5.56832;Million tonnes CO2 eq.;49.76469795;Africa;no
1995;Climate Change (Short-Term);Consumption footprint;N2O;Cote d'Ivoire;1.72848;Million tonnes CO2 eq.;49.76469795;Africa;no
1995;Climate Change (Short-Term);Domestic production;CH4;Cote d'Ivoire;7.17378;Million tonnes CO2 eq.;49.76469795;Africa;no
1995;Climate Change (Short-Term);Domestic production;CO2;Cote d'Ivoire;2.86334;Million tonnes CO2 eq.;49.76469795;Africa;no
1995;Climate Change (Short-Term);Domestic production;N2O;Cote d'Ivoire;0.89852;Million tonnes CO2 eq.;49.76469795;Africa;no
1996;Climate Change (Short-Term);Consumption footprint;CH4;Cote d'Ivoire;16.94626;Million tonnes CO2 eq.;49.76469795;Africa;no
1996;Climate Change (Short-Term);Consumption footprint;CO2;Cote d'Ivoire;6.09592;Million tonnes CO2 eq.;49.76469795;Africa;no
1996;Climate Change (Short-Term);Consumption footprint;N2O;Cote d'Ivoire;1.723;Million tonnes CO2 eq.;49.76469795;Africa;no
1996;Climate Change (Short-Term);Domestic production;CH4;Cote d'Ivoire;7.77685;Million tonnes CO2 eq.;49.76469795;Africa;no
1996;Climate Change (Short-Term);Domestic production;CO2;Cote d'Ivoire;3.73763;Million tonnes CO2 eq.;49.76469795;Africa;no
1996;Climate Change (Short-Term);Domestic production;N2O;Cote d'Ivoire;0.90158;Million tonnes CO2 eq.;49.76469795;Africa;no
1997;Climate Change (Short-Term);Consumption footprint;CH4;Cote d'Ivoire;18.17618;Million tonnes CO2 eq.;49.76469795;Africa;no
1997;Climate Change (Short-Term);Consumption footprint;CO2;Cote d'Ivoire;6.9114;Million tonnes CO2 eq.;49.76469795;Africa;no
1997;Climate Change (Short-Term);Consumption footprint;N2O;Cote d'Ivoire;1.93219;Million tonnes CO2 eq.;49.76469795;Africa;no
1997;Climate Change (Short-Term);Domestic production;CH4;Cote d'Ivoire;8.05538;Million tonnes CO2 eq.;49.76469795;Africa;no
1997;Climate Change (Short-Term);Domestic production;CO2;Cote d'Ivoire;4.65756;Million tonnes CO2 eq.;49.76469795;Africa;no
1997;Climate Change (Short-Term);Domestic production;N2O;Cote d'Ivoire;0.98208;Million tonnes CO2 eq.;49.76469795;Africa;no
1998;Climate Change (Short-Term);Consumption footprint;CH4;Cote d'Ivoire;19.08984;Million tonnes CO2 eq.;49.76469795;Africa;no
1998;Climate Change (Short-Term);Consumption footprint;CO2;Cote d'Ivoire;7.4405;Million tonnes CO2 eq.;49.76469795;Africa;no
1998;Climate Change (Short-Term);Consumption footprint;N2O;Cote d'Ivoire;1.92136;Million tonnes CO2 eq.;49.76469795;Africa;no
1998;Climate Change (Short-Term);Domestic production;CH4;Cote d'Ivoire;7.99404;Million tonnes CO2 eq.;49.76469795;Africa;no
1998;Climate Change (Short-Term);Domestic production;CO2;Cote d'Ivoire;4.56101;Million tonnes CO2 eq.;49.76469795;Africa;no
1998;Climate Change (Short-Term);Domestic production;N2O;Cote d'Ivoire;0.9705;Million tonnes CO2 eq.;49.76469795;Africa;no
1999;Climate Change (Short-Term);Consumption footprint;CH4;Cote d'Ivoire;18.8806;Million tonnes CO2 eq.;49.76469795;Africa;no
1999;Climate Change (Short-Term);Consumption footprint;CO2;Cote d'Ivoire;7.62449;Million tonnes CO2 eq.;49.76469795;Africa;no
1999;Climate Change (Short-Term);Consumption footprint;N2O;Cote d'Ivoire;1.84471;Million tonnes CO2 eq.;49.76469795;Africa;no
1999;Climate Change (Short-Term);Domestic production;CH4;Cote d'Ivoire;8.29619;Million tonnes CO2 eq.;49.76469795;Africa;no
1999;Climate Change (Short-Term);Domestic production;CO2;Cote d'Ivoire;6.23843;Million tonnes CO2 eq.;49.76469795;Africa;no
1999;Climate Change (Short-Term);Domestic production;N2O;Cote d'Ivoire;0.97677;Million tonnes CO2 eq.;49.76469795;Africa;no
2000;Climate Change (Short-Term);Consumption footprint;CH4;Cote d'Ivoire;20.31947;Million tonnes CO2 eq.;49.76469795;Africa;no
2000;Climate Change (Short-Term);Consumption footprint;CO2;Cote d'Ivoire;7.63991;Million tonnes CO2 eq.;49.76469795;Africa;no
2000;Climate Change (Short-Term);Consumption footprint;N2O;Cote d'Ivoire;1.98843;Million tonnes CO2 eq.;49.76469795;Africa;no
2000;Climate Change (Short-Term);Domestic production;CH4;Cote d'Ivoire;8.43601;Million tonnes CO2 eq.;49.76469795;Africa;no
2000;Climate Change (Short-Term);Domestic production;CO2;Cote d'Ivoire;5.95149;Million tonnes CO2 eq.;49.76469795;Africa;no
2000;Climate Change (Short-Term);Domestic production;N2O;Cote d'Ivoire;0.98696;Million tonnes CO2 eq.;49.76469795;Africa;no
2001;Climate Change (Short-Term);Consumption footprint;CH4;Cote d'Ivoire;21.64227;Million tonnes CO2 eq.;49.76469795;Africa;no
2001;Climate Change (Short-Term);Consumption footprint;CO2;Cote d'Ivoire;8.12325;Million tonnes CO2 eq.;49.76469795;Africa;no
2001;Climate Change (Short-Term);Consumption footprint;N2O;Cote d'Ivoire;2.091;Million tonnes CO2 eq.;49.76469795;Africa;no
2001;Climate Change (Short-Term);Domestic production;CH4;Cote d'Ivoire;8.83395;Million tonnes CO2 eq.;49.76469795;Africa;no
2001;Climate Change (Short-Term);Domestic production;CO2;Cote d'Ivoire;6.03613;Million tonnes CO2 eq.;49.76469795;Africa;no
2001;Climate Change (Short-Term);Domestic production;N2O;Cote d'Ivoire;0.98149;Million tonnes CO2 eq.;49.76469795;Africa;no
2002;Climate Change (Short-Term);Consumption footprint;CH4;Cote d'Ivoire;22.16217;Million tonnes CO2 eq.;49.76469795;Africa;no
2002;Climate Change (Short-Term);Consumption footprint;CO2;Cote d'Ivoire;9.13106;Million tonnes CO2 eq.;49.76469795;Africa;no
2002;Climate Change (Short-Term);Consumption footprint;N2O;Cote d'Ivoire;2.18283;Million tonnes CO2 eq.;49.76469795;Africa;no
2002;Climate Change (Short-Term);Domestic production;CH4;Cote d'Ivoire;9.74265;Million tonnes CO2 eq.;49.76469795;Africa;no
2002;Climate Change (Short-Term);Domestic production;CO2;Cote d'Ivoire;6.35455;Million tonnes CO2 eq.;49.76469795;Africa;no
2002;Climate Change (Short-Term);Domestic production;N2O;Cote d'Ivoire;1.05447;Million tonnes CO2 eq.;49.76469795;Africa;no
2003;Climate Change (Short-Term);Consumption footprint;CH4;Cote d'Ivoire;23.13949;Million tonnes CO2 eq.;49.76469795;Africa;no
2003;Climate Change (Short-Term);Consumption footprint;CO2;Cote d'Ivoire;8.94629;Million tonnes CO2 eq.;49.76469795;Africa;no
2003;Climate Change (Short-Term);Consumption footprint;N2O;Cote d'Ivoire;2.2647;Million tonnes CO2 eq.;49.76469795;Africa;no
2003;Climate Change (Short-Term);Domestic production;CH4;Cote d'Ivoire;8.8883;Million tonnes CO2 eq.;49.76469795;Africa;no
2003;Climate Change (Short-Term);Domestic production;CO2;Cote d'Ivoire;4.98108;Million tonnes CO2 eq.;49.76469795;Africa;no
2003;Climate Change (Short-Term);Domestic production;N2O;Cote d'Ivoire;1.02039;Million tonnes CO2 eq.;49.76469795;Africa;no
2004;Climate Change (Short-Term);Consumption footprint;CH4;Cote d'Ivoire;22.06155;Million tonnes CO2 eq.;49.76469795;Africa;no
2004;Climate Change (Short-Term);Consumption footprint;CO2;Cote d'Ivoire;8.47581;Million tonnes CO2 eq.;49.76469795;Africa;no
2004;Climate Change (Short-Term);Consumption footprint;N2O;Cote d'Ivoire;2.36826;Million tonnes CO2 eq.;49.76469795;Africa;no
2004;Climate Change (Short-Term);Domestic production;CH4;Cote d'Ivoire;9.34688;Million tonnes CO2 eq.;49.76469795;Africa;no
2004;Climate Change (Short-Term);Domestic production;CO2;Cote d'Ivoire;5.07947;Million tonnes CO2 eq.;49.76469795;Africa;no
2004;Climate Change (Short-Term);Domestic production;N2O;Cote d'Ivoire;1.09705;Million tonnes CO2 eq.;49.76469795;Africa;no
2005;Climate Change (Short-Term);Consumption footprint;CH4;Cote d'Ivoire;25.09201;Million tonnes CO2 eq.;49.76469795;Africa;no
2005;Climate Change (Short-Term);Consumption footprint;CO2;Cote d'Ivoire;9.29796;Million tonnes CO2 eq.;49.76469795;Africa;no
2005;Climate Change (Short-Term);Consumption footprint;N2O;Cote d'Ivoire;2.216;Million tonnes CO2 eq.;49.76469795;Africa;no
2005;Climate Change (Short-Term);Domestic production;CH4;Cote d'Ivoire;9.75752;Million tonnes CO2 eq.;49.76469795;Africa;no
2005;Climate Change (Short-Term);Domestic production;CO2;Cote d'Ivoire;5.47195;Million tonnes CO2 eq.;49.76469795;Africa;no
2005;Climate Change (Short-Term);Domestic production;N2O;Cote d'Ivoire;1.10409;Million tonnes CO2 eq.;49.76469795;Africa;no
2006;Climate Change (Short-Term);Consumption footprint;CH4;Cote d'Ivoire;23.39257;Million tonnes CO2 eq.;49.76469795;Africa;no
2006;Climate Change (Short-Term);Consumption footprint;CO2;Cote d'Ivoire;8.11313;Million tonnes CO2 eq.;49.76469795;Africa;no
2006;Climate Change (Short-Term);Consumption footprint;N2O;Cote d'Ivoire;2.21026;Million tonnes CO2 eq.;49.76469795;Africa;no
2006;Climate Change (Short-Term);Domestic production;CH4;Cote d'Ivoire;10.10561;Million tonnes CO2 eq.;49.76469795;Africa;no
2006;Climate Change (Short-Term);Domestic production;CO2;Cote d'Ivoire;5.30324;Million tonnes CO2 eq.;49.76469795;Africa;no
2006;Climate Change (Short-Term);Domestic production;N2O;Cote d'Ivoire;1.13263;Million tonnes CO2 eq.;49.76469795;Africa;no
2007;Climate Change (Short-Term);Consumption footprint;CH4;Cote d'Ivoire;22.58657;Million tonnes CO2 eq.;49.76469795;Africa;no
2007;Climate Change (Short-Term);Consumption footprint;CO2;Cote d'Ivoire;8.88214;Million tonnes CO2 eq.;49.76469795;Africa;no
2007;Climate Change (Short-Term);Consumption footprint;N2O;Cote d'Ivoire;2.25407;Million tonnes CO2 eq.;49.76469795;Africa;no
2007;Climate Change (Short-Term);Domestic production;CH4;Cote d'Ivoire;10.06807;Million tonnes CO2 eq.;49.76469795;Africa;no
2007;Climate Change (Short-Term);Domestic production;CO2;Cote d'Ivoire;5.34876;Million tonnes CO2 eq.;49.76469795;Africa;no
2007;Climate Change (Short-Term);Domestic production;N2O;Cote d'Ivoire;1.1248;Million tonnes CO2 eq.;49.76469795;Africa;no
2008;Climate Change (Short-Term);Consumption footprint;CH4;Cote d'Ivoire;22.52601;Million tonnes CO2 eq.;49.76469795;Africa;no
2008;Climate Change (Short-Term);Consumption footprint;CO2;Cote d'Ivoire;9.04825;Million tonnes CO2 eq.;49.76469795;Africa;no
2008;Climate Change (Short-Term);Consumption footprint;N2O;Cote d'Ivoire;2.07784;Million tonnes CO2 eq.;49.76469795;Africa;no
2008;Climate Change (Short-Term);Domestic production;CH4;Cote d'Ivoire;10.20689;Million tonnes CO2 eq.;49.76469795;Africa;no
2008;Climate Change (Short-Term);Domestic production;CO2;Cote d'Ivoire;5.82738;Million tonnes CO2 eq.;49.76469795;Africa;no
2008;Climate Change (Short-Term);Domestic production;N2O;Cote d'Ivoire;1.15007;Million tonnes CO2 eq.;49.76469795;Africa;no
2009;Climate Change (Short-Term);Consumption footprint;CH4;Cote d'Ivoire;22.36934;Million tonnes CO2 eq.;49.76469795;Africa;no
2009;Climate Change (Short-Term);Consumption footprint;CO2;Cote d'Ivoire;9.25203;Million tonnes CO2 eq.;49.76469795;Africa;no
2009;Climate Change (Short-Term);Consumption footprint;N2O;Cote d'Ivoire;2.24196;Million tonnes CO2 eq.;49.76469795;Africa;no
2009;Climate Change (Short-Term);Domestic production;CH4;Cote d'Ivoire;10.11012;Million tonnes CO2 eq.;49.76469795;Africa;no
2009;Climate Change (Short-Term);Domestic production;CO2;Cote d'Ivoire;5.46453;Million tonnes CO2 eq.;49.76469795;Africa;no
2009;Climate Change (Short-Term);Domestic production;N2O;Cote d'Ivoire;1.13574;Million tonnes CO2 eq.;49.76469795;Africa;no
2010;Climate Change (Short-Term);Consumption footprint;CH4;Cote d'Ivoire;22.98164;Million tonnes CO2 eq.;49.76469795;Africa;no
2010;Climate Change (Short-Term);Consumption footprint;CO2;Cote d'Ivoire;10.01319;Million tonnes CO2 eq.;49.76469795;Africa;no
2010;Climate Change (Short-Term);Consumption footprint;N2O;Cote d'Ivoire;2.21796;Million tonnes CO2 eq.;49.76469795;Africa;no
2010;Climate Change (Short-Term);Domestic production;CH4;Cote d'Ivoire;10.47611;Million tonnes CO2 eq.;49.76469795;Africa;no
2010;Climate Change (Short-Term);Domestic production;CO2;Cote d'Ivoire;6.32679;Million tonnes CO2 eq.;49.76469795;Africa;no
2010;Climate Change (Short-Term);Domestic production;N2O;Cote d'Ivoire;1.17452;Million tonnes CO2 eq.;49.76469795;Africa;no
2011;Climate Change (Short-Term);Consumption footprint;CH4;Cote d'Ivoire;19.82983;Million tonnes CO2 eq.;49.76469795;Africa;no
2011;Climate Change (Short-Term);Consumption footprint;CO2;Cote d'Ivoire;8.89448;Million tonnes CO2 eq.;49.76469795;Africa;no
2011;Climate Change (Short-Term);Consumption footprint;N2O;Cote d'Ivoire;2.14504;Million tonnes CO2 eq.;49.76469795;Africa;no
2011;Climate Change (Short-Term);Domestic production;CH4;Cote d'Ivoire;11.39749;Million tonnes CO2 eq.;49.76469795;Africa;no
2011;Climate Change (Short-Term);Domestic production;CO2;Cote d'Ivoire;6.34699;Million tonnes CO2 eq.;49.76469795;Africa;no
2011;Climate Change (Short-Term);Domestic production;N2O;Cote d'Ivoire;1.22136;Million tonnes CO2 eq.;49.76469795;Africa;no
2012;Climate Change (Short-Term);Consumption footprint;CH4;Cote d'Ivoire;17.69752;Million tonnes CO2 eq.;49.76469795;Africa;no
2012;Climate Change (Short-Term);Consumption footprint;CO2;Cote d'Ivoire;11.22945;Million tonnes CO2 eq.;49.76469795;Africa;no
2012;Climate Change (Short-Term);Consumption footprint;N2O;Cote d'Ivoire;1.94991;Million tonnes CO2 eq.;49.76469795;Africa;no
2012;Climate Change (Short-Term);Domestic production;CH4;Cote d'Ivoire;11.90453;Million tonnes CO2 eq.;49.76469795;Africa;no
2012;Climate Change (Short-Term);Domestic production;CO2;Cote d'Ivoire;7.89364;Million tonnes CO2 eq.;49.76469795;Africa;no
2012;Climate Change (Short-Term);Domestic production;N2O;Cote d'Ivoire;1.31204;Million tonnes CO2 eq.;49.76469795;Africa;no
2013;Climate Change (Short-Term);Consumption footprint;CH4;Cote d'Ivoire;18.57131;Million tonnes CO2 eq.;49.76469795;Africa;no
2013;Climate Change (Short-Term);Consumption footprint;CO2;Cote d'Ivoire;11.77187;Million tonnes CO2 eq.;49.76469795;Africa;no
2013;Climate Change (Short-Term);Consumption footprint;N2O;Cote d'Ivoire;1.92345;Million tonnes CO2 eq.;49.76469795;Africa;no
2013;Climate Change (Short-Term);Domestic production;CH4;Cote d'Ivoire;12.33999;Million tonnes CO2 eq.;49.76469795;Africa;no
